Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
201,61.4,CASEY,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
4,1.22,CASEY,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
1352,412.98,CASEY,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
502,153.34,CASEY,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
4,1.22,CASEY,1,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2017
2,15.3,CENTRAL GOLDFIELDS,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
1,7.65,CENTRAL GOLDFIELDS,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
42,321.27,CENTRAL GOLDFIELDS,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
23,175.94,CENTRAL GOLDFIELDS,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
25,333.11,LODDON,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
10,133.24,LODDON,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
57,35.95,DAREBIN,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
2,1.26,DAREBIN,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
1140,719,DAREBIN,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
445,280.66,DAREBIN,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
1,0.63,DAREBIN,1,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2017
26,56.57,EAST GIPPSLAND,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
2,4.35,EAST GIPPSLAND,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
142,308.96,EAST GIPPSLAND,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
87,189.3,EAST GIPPSLAND,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
89,63.25,FRANKSTON,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
2,1.42,FRANKSTON,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
657,466.92,FRANKSTON,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
286,203.26,FRANKSTON,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
183,74.76,GREATER GEELONG,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
6,2.45,GREATER GEELONG,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
1600,653.6,GREATER GEELONG,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
828,338.24,GREATER GEELONG,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
7,2.86,GREATER GEELONG,1,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2017
3,102.25,QUEENSCLIFFE,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
30,1022.49,QUEENSCLIFFE,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
10,340.83,QUEENSCLIFFE,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
47,45.18,BAYSIDE,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
2,1.92,BAYSIDE,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
524,503.7,BAYSIDE,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
138,132.65,BAYSIDE,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
1,0.96,BAYSIDE,1,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2017
77,50.74,GLEN EIRA,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
2,1.32,GLEN EIRA,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
640,421.76,GLEN EIRA,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
140,92.26,GLEN EIRA,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
105,63.97,GREATER DANDENONG,1,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2017
6,3.66,GREATER DANDENONG,1,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2017
769,468.48,GREATER DANDENONG,1,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2017
580,353.34,GREATER DANDENONG,1,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2017
